SKU,Description,Extended Descriptions,Department,Category,MSRP,Supplier,SupplierCost,Reordernumber,Default Price,Default Cost,Size,Color,Team,Syncode 1 (Product Line),Barcode Number,Style,League,Series/Sport,Royalty Class,Season,Driver/Player Marks,Car/Player #,Sponsor,Year,Event/Program Marks,Owner,NTP Code,Royalty Code,Brand,Country Origin,Royalty Free,ParentLocation,ImportToAllLocations,BarcodeType,Taxable,ImportCompleted,SpecialInstructions,LocationKey,TaxGroup,ReplyTo
,YTH TECH TEE,,KIDS,SS TEES,$35.00 ,NoSupplier,$10.00 ,GEA,$35.00 ,$10.00 ,M,BLK,San Francisco Giants,Inherited,306537,YTH TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH ALT N&N POSEY TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.50 ,OUTER,$25.00 ,$8.50 ,XL,ORG,San Francisco Giants,Inherited,306538,YTH ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TEE,,KIDS,SS TEES,$35.00 ,NoSupplier,$10.00 ,GEA,$35.00 ,$10.00 ,S,BLK,San Francisco Giants,Inherited,306539,YTH TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH MARVEL FAN HULK TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$4.58 ,FIF,$20.00 ,$4.58 ,M,BLK,San Francisco Giants,Inherited,306540,YTH MARVEL FAN HULK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH N&N MCCUTCH TEE,,KIDS,SS TEES,$9.99 ,NoSupplier,$8.50 ,OUTER,$9.99 ,$8.50 ,M,BLK,San Francisco Giants,Inherited,307671,YTH N&N MCCUTCH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE CLASSIC LOGO ZIP HOOD,,KIDS,SS TEES,$45.00 ,NoSupplier,$16.00 ,OUTER,$45.00 ,$16.00 ,7,BLK,San Francisco Giants,Inherited,307672,PRE CLASSIC LOGO ZIP HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH 1/4 ZIP,,KIDS,SS TEES,$59.00 ,NoSupplier,$18.00 ,GEA,$59.00 ,$18.00 ,L,GREY,San Francisco Giants,Inherited,307673,YTH TECH 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE N&N MCCUTCH TEE,,KIDS,SS TEES,$9.99 ,NoSupplier,$7.65 ,OUTER,$9.99 ,$7.65 ,6-May,BLK,San Francisco Giants,Inherited,307674,PRE N&N MCCUTCH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH CHARGED COTTON LS HOOD,,KIDS,SS TEES,$42.99 ,NoSupplier,$25.50 ,GEA,$42.99 ,$25.50 ,S,BLK,San Francisco Giants,Inherited,307675,YTH CHARGED COTTON LS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE ALT N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$7.65 ,OUTER,$20.00 ,$7.65 ,4,ORG,San Francisco Giants,Inherited,307666,PRE ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH 1/4 ZIP,,KIDS,SS TEES,$59.00 ,NoSupplier,$18.00 ,GEA,$59.00 ,$18.00 ,M,GREY,San Francisco Giants,Inherited,307667,YTH TECH 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH 1/4 ZIP,,KIDS,SS TEES,$59.00 ,NoSupplier,$18.00 ,GEA,$59.00 ,$18.00 ,S,GREY,San Francisco Giants,Inherited,307668,YTH TECH 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE N&N MCCUTCH TEE,,KIDS,SS TEES,$9.99 ,NoSupplier,$7.65 ,OUTER,$9.99 ,$7.65 ,7,BLK,San Francisco Giants,Inherited,307669,PRE N&N MCCUTCH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH HOME BLNK JERSEY,,KIDS,SS TEES,$60.00 ,NoSupplier,$24.75 ,OUTER,$60.00 ,$24.75 ,XL,BLKV2,San Francisco Giants,Inherited,307670,YTH HOME BLNK JERSEY,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,L,GREY,San Francisco Giants,Inherited,307676,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH CHARGED COTTON LS HOOD,,KIDS,SS TEES,$42.99 ,NoSupplier,$25.50 ,GEA,$42.99 ,$25.50 ,M,BLK,San Francisco Giants,Inherited,307677,YTH CHARGED COTTON LS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH MARVEL FAN HULK TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$4.55 ,FIF,$20.00 ,$4.55 ,L,BLK,San Francisco Giants,Inherited,307678,YTH MARVEL FAN HULK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,XL,GREY,San Francisco Giants,Inherited,307679,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TEE,,KIDS,SS TEES,$35.00 ,NoSupplier,$10.00 ,GEA,$35.00 ,$10.00 ,L,BLK,San Francisco Giants,Inherited,307680,YTH TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH CHARGED COTTON LS HOOD,,KIDS,SS TEES,$42.99 ,NoSupplier,$25.50 ,GEA,$42.99 ,$25.50 ,XL,BLK,San Francisco Giants,Inherited,307624,YTH CHARGED COTTON LS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH MARVEL FAN HULK TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$4.92 ,FIF,$20.00 ,$4.92 ,XL,BLK,San Francisco Giants,Inherited,307625,YTH MARVEL FAN HULK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH HOME BLNK JERSEY,,KIDS,SS TEES,$60.00 ,NoSupplier,$24.87 ,OUTER,$60.00 ,$24.87 ,S,BLKV2,San Francisco Giants,Inherited,307626,YTH HOME BLNK JERSEY,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SELECT SHORT,,KIDS,SS TEES,$27.99 ,NoSupplier,$16.00 ,GEA,$27.99 ,$16.00 ,L,BLK,San Francisco Giants,Inherited,307627,YTH SELECT SHORT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,L,ORGR,San Francisco Giants,Inherited,306197,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF LOGO TANK,,KIDS,SS TEES,$19.99 ,NoSupplier,$11.40 ,OUTER,$19.99 ,$11.40 ,XL,ORG,San Francisco Giants,Inherited,306198,YTH SF LOGO TANK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH HOME BLNK JERSEY,,KIDS,SS TEES,$60.00 ,NoSupplier,$24.84 ,OUTER,$60.00 ,$24.84 ,L,BLKV2,San Francisco Giants,Inherited,306199,YTH HOME BLNK JERSEY,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B LET PABLO PITCH  TEE,,KIDS,SS TEES,$29.00 ,NoSupplier,$12.00 ,BRE,$29.00 ,$12.00 ,M,BLK,San Francisco Giants,Inherited,306200,YTH B LET PABLO PITCH  TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH HOME BLNK JERSEY,,KIDS,SS TEES,$60.00 ,NoSupplier,$24.86 ,OUTER,$60.00 ,$24.86 ,M,BLKV2,San Francisco Giants,Inherited,306201,YTH HOME BLNK JERSEY,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE ALT N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$7.65 ,OUTER,$20.00 ,$7.65 ,7,ORG,San Francisco Giants,Inherited,704,PRE ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B LET PABLO PITCH  TEE,,KIDS,SS TEES,$29.00 ,NoSupplier,$12.00 ,BRE,$29.00 ,$12.00 ,L,BLK,San Francisco Giants,Inherited,304642,YTH B LET PABLO PITCH  TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,S,ORGR,San Francisco Giants,Inherited,304643,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,M,GREY,San Francisco Giants,Inherited,304644,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,S,GREY,San Francisco Giants,Inherited,304645,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH MARVEL FAN HULK TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$4.55 ,FIF,$20.00 ,$4.55 ,S,BLK,San Francisco Giants,Inherited,304646,YTH MARVEL FAN HULK TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,14PS Y NLC LOCKER ROOM TEE,,KIDS,SS TEES,$4.99 ,NoSupplier,$9.50 ,OUTER,$4.99 ,$9.50 ,M,BLK,San Francisco Giants,Inherited,304632,14PS Y NLC LOCKER ROOM TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SELECT SHORT,,KIDS,SS TEES,$27.99 ,NoSupplier,$16.00 ,GEA,$27.99 ,$16.00 ,XL,BLK,San Francisco Giants,Inherited,304633,YTH SELECT SHORT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,XL,ORGR,San Francisco Giants,Inherited,304634,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE ALT N&N POSEY TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$7.65 ,OUTER,$20.00 ,$7.65 ,6-May,ORG,San Francisco Giants,Inherited,304635,PRE ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TEE,,KIDS,SS TEES,$35.00 ,NoSupplier,$10.00 ,GEA,$35.00 ,$10.00 ,XS,BLK,San Francisco Giants,Inherited,304636,YTH TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF GIANTS TECH TEE,,KIDS,SS TEES,$24.99 ,NoSupplier,$12.50 ,GEA,$24.99 ,$12.50 ,XL,BLK,San Francisco Giants,Inherited,304637,YTH SF GIANTS TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE N&N MCCUTCH TEE,,KIDS,SS TEES,$9.99 ,NoSupplier,$7.65 ,OUTER,$9.99 ,$7.65 ,4,BLK,San Francisco Giants,Inherited,304638,PRE N&N MCCUTCH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TWIST HOOD,,KIDS,SS TEES,$55.00 ,NoSupplier,$16.00 ,GEA,$55.00 ,$16.00 ,M,ORGR,San Francisco Giants,Inherited,304639,YTH TECH TWIST HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH N&N MCCUTCH TEE,,KIDS,SS TEES,$9.99 ,NoSupplier,$8.50 ,OUTER,$9.99 ,$8.50 ,L,BLK,San Francisco Giants,Inherited,304640,YTH N&N MCCUTCH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH 1/4 ZIP,,KIDS,SS TEES,$59.00 ,NoSupplier,$18.00 ,GEA,$59.00 ,$18.00 ,XS,GREY,San Francisco Giants,Inherited,304641,YTH TECH 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH TEE,,KIDS,SS TEES,$35.00 ,NoSupplier,$10.00 ,GEA,$35.00 ,$10.00 ,XL,BLK,San Francisco Giants,Inherited,304611,YTH TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,PRE N&N CRAWFORD TEE,,KIDS,SS TEES,$20.00 ,NoSupplier,$7.65 ,OUTER,$20.00 ,$7.65 ,4,BLK,San Francisco Giants,Inherited,304612,PRE N&N CRAWFORD TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G PINK GLTR BLNK JERSEY,,KIDS,SS TEES,$37.99 ,NoSupplier,$20.25 ,OUTER,$37.99 ,$20.25 ,L,WHI,San Francisco Giants,Inherited,304613,YTH G PINK GLTR BLNK JERSEY,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH N&N MCCUTCH TEE,,KIDS,SS TEES,$9.99 ,NoSupplier,$8.50 ,OUTER,$9.99 ,$8.50 ,XL,BLK,San Francisco Giants,Inherited,304614,YTH N&N MCCUTCH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF LOGO TANK,,KIDS,SS TEES,$19.99 ,NoSupplier,$11.40 ,OUTER,$19.99 ,$11.40 ,L,ORG,San Francisco Giants,Inherited,304615,YTH SF LOGO TANK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SELECT SHORT,,KIDS,SS TEES,$27.99 ,NoSupplier,$16.00 ,GEA,$27.99 ,$16.00 ,M,BLK,San Francisco Giants,Inherited,306855,YTH SELECT SHORT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH CHARGED COTTON LS HOOD,,KIDS,SS TEES,$42.99 ,NoSupplier,$25.50 ,GEA,$42.99 ,$25.50 ,L,BLK,San Francisco Giants,Inherited,306857,YTH CHARGED COTTON LS HOOD,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH ALT N&N POSEY TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.50 ,OUTER,$25.00 ,$8.50 ,M,ORG,San Francisco Giants,Inherited,306854,YTH ALT N&N POSEY TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF GIANTS TECH TEE,,KIDS,SS TEES,$24.99 ,NoSupplier,$12.50 ,GEA,$24.99 ,$12.50 ,M,BLK,San Francisco Giants,Inherited,306856,YTH SF GIANTS TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SELECT SHORT,,KIDS,SS TEES,$27.99 ,NoSupplier,$16.00 ,GEA,$27.99 ,$16.00 ,S,BLK,San Francisco Giants,Inherited,306862,YTH SELECT SHORT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF GIANTS TECH TEE,,KIDS,SS TEES,$24.99 ,NoSupplier,$12.50 ,GEA,$24.99 ,$12.50 ,L,BLK,San Francisco Giants,Inherited,306863,YTH SF GIANTS TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF GIANTS TECH TEE,,KIDS,SS TEES,$24.99 ,NoSupplier,$12.50 ,GEA,$24.99 ,$12.50 ,S,BLK,San Francisco Giants,Inherited,306864,YTH SF GIANTS TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH 1/4 ZIP,,KIDS,SS TEES,$39.99 ,NoSupplier,$22.50 ,GEA,$39.99 ,$22.50 ,M,BLK,San Francisco Giants,Inherited,306858,YTH TECH 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SELECT SHORT,,KIDS,SS TEES,$27.99 ,NoSupplier,$16.00 ,GEA,$27.99 ,$16.00 ,XS,BLK,San Francisco Giants,Inherited,306859,YTH SELECT SHORT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH N&N MCCUTCH TEE,,KIDS,SS TEES,$9.99 ,NoSupplier,$8.50 ,OUTER,$9.99 ,$8.50 ,S,BLK,San Francisco Giants,Inherited,306860,YTH N&N MCCUTCH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH PLAYER STITCH T,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.50 ,OUTER,$25.00 ,$8.50 ,XL,CRAW,San Francisco Giants,Inherited,306861,YTH PLAYER STITCH T,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH 1/4 ZIP,,KIDS,SS TEES,$59.00 ,NoSupplier,$18.00 ,GEA,$59.00 ,$18.00 ,XL,GREY,San Francisco Giants,Inherited,305764,YTH TECH 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B LET PABLO PITCH  TEE,,KIDS,SS TEES,$29.00 ,NoSupplier,$12.00 ,BRE,$29.00 ,$12.00 ,S,BLK,San Francisco Giants,Inherited,305765,YTH B LET PABLO PITCH  TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF GIANTS TECH TEE,,KIDS,SS TEES,$24.99 ,NoSupplier,$12.50 ,GEA,$24.99 ,$12.50 ,XS,BLK,San Francisco Giants,Inherited,305766,YTH SF GIANTS TECH TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH TECH 1/4 ZIP,,KIDS,SS TEES,$39.99 ,NoSupplier,$22.50 ,GEA,$39.99 ,$22.50 ,S,BLK,San Francisco Giants,Inherited,305767,YTH TECH 1/4 ZIP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH SF LOGO TANK,,KIDS,SS TEES,$19.99 ,NoSupplier,$11.40 ,OUTER,$19.99 ,$11.40 ,M,ORG,San Francisco Giants,Inherited,307886,YTH SF LOGO TANK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 SF MLB LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.28 ,5TH,$25.00 ,$8.28 ,,BLK,San Francisco Giants,Inherited,306063,SPTR19 SF MLB LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B GIANTS BASEBALL LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.74 ,5TH,$25.00 ,$8.74 ,XS,GRY,San Francisco Giants,Inherited,306064,YTH B GIANTS BASEBALL LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B GIANTS BASEBALL LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.74 ,5TH,$25.00 ,$8.74 ,S,GRY,San Francisco Giants,Inherited,306065,YTH B GIANTS BASEBALL LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B GIANTS BASEBALL LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.74 ,5TH,$25.00 ,$8.74 ,M,GRY,San Francisco Giants,Inherited,306066,YTH B GIANTS BASEBALL LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B GIANTS BASEBALL LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.74 ,5TH,$25.00 ,$8.74 ,L,GRY,San Francisco Giants,Inherited,306067,YTH B GIANTS BASEBALL LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B GIANTS BASEBALL LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$8.74 ,5TH,$25.00 ,$8.74 ,XL,GRY,San Francisco Giants,Inherited,306068,YTH B GIANTS BASEBALL LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B SF SPLATTER LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.20 ,5TH,$25.00 ,$9.20 ,XS,GRY,San Francisco Giants,Inherited,306069,YTH B SF SPLATTER LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B SF SPLATTER LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.20 ,5TH,$25.00 ,$9.20 ,S,GRY,San Francisco Giants,Inherited,306070,YTH B SF SPLATTER LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B SF SPLATTER LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.20 ,5TH,$25.00 ,$9.20 ,M,GRY,San Francisco Giants,Inherited,306071,YTH B SF SPLATTER LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B SF SPLATTER LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.20 ,5TH,$25.00 ,$9.20 ,L,GRY,San Francisco Giants,Inherited,306072,YTH B SF SPLATTER LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH B SF SPLATTER LOGO TEE,,KIDS,SS TEES,$25.00 ,NoSupplier,$9.20 ,5TH,$25.00 ,$9.20 ,XL,GRY,San Francisco Giants,Inherited,306048,YTH B SF SPLATTER LOGO TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G COLD SHOULDER FOIL TEE,,KIDS,SS TEES,$32.00 ,NoSupplier,$12.42 ,5TH,$32.00 ,$12.42 ,XS,BLK,San Francisco Giants,Inherited,306049,YTH G COLD SHOULDER FOIL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G COLD SHOULDER FOIL TEE,,KIDS,SS TEES,$32.00 ,NoSupplier,$12.42 ,5TH,$32.00 ,$12.42 ,S,BLK,San Francisco Giants,Inherited,306050,YTH G COLD SHOULDER FOIL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G COLD SHOULDER FOIL TEE,,KIDS,SS TEES,$32.00 ,NoSupplier,$12.42 ,5TH,$32.00 ,$12.42 ,M,BLK,San Francisco Giants,Inherited,306051,YTH G COLD SHOULDER FOIL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G COLD SHOULDER FOIL TEE,,KIDS,SS TEES,$32.00 ,NoSupplier,$12.42 ,5TH,$32.00 ,$12.42 ,L,BLK,San Francisco Giants,Inherited,306052,YTH G COLD SHOULDER FOIL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G COLD SHOULDER FOIL TEE,,KIDS,SS TEES,$32.00 ,NoSupplier,$12.42 ,5TH,$32.00 ,$12.42 ,XL,BLK,San Francisco Giants,Inherited,306043,YTH G COLD SHOULDER FOIL TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G FOIL STRIPED SLV TEE,,KIDS,SS TEES,$32.00 ,NoSupplier,$11.96 ,5TH,$32.00 ,$11.96 ,XS,BLK,San Francisco Giants,Inherited,306044,YTH G FOIL STRIPED SLV TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,YTH G FOIL STRIPED SLV TEE,,KIDS,SS TEES,$32.00 ,NoSupplier,$11.96 ,5TH,$32.00 ,$11.96 ,S,BLK,San Francisco Giants,Inherited,306045,YTH G FOIL STRIPED SLV TEE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
